0 6.901032e-04 -1.691160e-01 4.781100e+00 9.818910e-24 1.513810e+00 2.478680e+00 1.827060e+00 2.577951e-19 3.531073e-34 4.142490e-08 1.491256e+00 8.457339e+00 2.768201e+00 1.392234e+00 8.350964e+00 8.067003e+00 2.194197e+03 2.977672e+17 -4.378298e+04 1.716022e-15 1.298060e-10 9.605413e-09 2.267327e-10 -2.268836e-23 -7.209479e-04 1.298060e-10 1.938314e+00 9.816246e-03 -1.031082e-02 -2.434593e-18 -8.269965e+01 9.605413e-09 9.816246e-03 2.223845e+00 -1.160516e-01 -1.358235e-16 -4.318463e+03 2.267327e-10 -1.031082e-02 -1.160516e-01 7.152659e+01 1.317469e-17 4.174570e+02 -2.268836e-23 -2.434593e-18 -1.358235e-16 1.317469e-17 3.199636e-31 1.016720e-11 -7.209479e-04 -8.269965e+01 -4.318463e+03 4.174570e+02 1.016720e-11 3.230747e+08 0.367620
2 3.486866e-04 -2.970950e-01 4.754430e+00 7.811600e-24 8.950840e-01 1.948980e+00 1.498380e-01 2.626640e-20 7.254996e-36 1.054685e-07 5.536929e+00 1.817690e+01 2.587464e+01 2.627766e+01 3.767736e+01 6.997964e+01 5.490771e+04 1.446901e+28 -6.053196e+05 1.112359e-14 -1.831107e-08 6.433056e-08 -1.375170e-07 -1.471399e-22 -4.555997e-02 -1.831107e-08 6.905155e+02 -1.886147e-01 2.551060e+00 2.386780e-16 6.859216e+04 6.433056e-08 -1.886147e-01 3.065758e+01 -8.931416e+00 -8.869878e-16 -2.746871e+05 -1.375170e-07 2.551060e+00 -8.931416e+00 3.303999e+02 2.062089e-15 6.384871e+05 -1.471399e-22 2.386780e-16 -8.869878e-16 2.062089e-15 2.080020e-30 6.440518e-10 -4.555997e-02 6.859216e+04 -2.746871e+05 6.384871e+05 6.440518e-10 1.994225e+11 0.140195
3 3.129469e-04 -7.302370e-01 4.356390e+00 2.514680e-23 2.532890e+00 4.556850e-01 2.412000e+00 2.593782e-20 7.882566e-36 2.918072e-08 2.044197e+00 2.785478e+00 1.903355e+01 3.017043e+01 5.276865e+01 1.056090e+02 1.553922e+04 6.470981e+38 -7.517578e+04 8.515144e-16 -1.119454e-08 4.365217e-09 7.708210e-10 -1.136053e-23 -1.511509e-03 -1.119454e-08 9.102547e+02 -2.903658e-01 -2.814172e+00 1.616130e-16 2.347198e+04 4.365217e-09 -2.903658e-01 4.178742e+00 1.602805e+00 -6.541315e-17 -8.705800e+03 7.708210e-10 -2.814172e+00 1.602805e+00 7.758885e+00 -3.648955e-18 -4.921653e+02 -1.136053e-23 1.616130e-16 -6.541315e-17 -3.648955e-18 1.624521e-31 2.161412e-11 -1.511509e-03 2.347198e+04 -8.705800e+03 -4.921653e+02 2.161412e-11 2.875746e+09 0.487277
4 9.822759e-04 -2.391890e-01 4.825370e+00 3.104270e-23 7.255060e-01 2.399920e+00 2.486290e+00 1.683642e-18 1.058126e-32 2.984759e-09 8.936844e-02 3.468780e-01 1.217841e+00 1.587688e+00 2.417716e+00 4.820349e+00 2.424438e+01 2.155916e+46 -1.512690e+02 8.908786e-18 1.343164e-11 4.550539e-11 -2.420816e-11 -1.179354e-25 -4.111423e-07 1.343164e-11 2.520753e+00 7.220531e-04 -3.130125e-04 -2.445895e-19 -1.204589e+01 4.550539e-11 7.220531e-04 7.986719e-03 -1.666328e-03 -6.438168e-19 -2.254708e+00 -2.420816e-11 -3.130125e-04 -1.666328e-03 1.203244e-01 4.264987e-19 1.487163e+00 -1.179354e-25 -2.445895e-19 -6.438168e-19 4.264987e-19 1.666179e-33 5.808816e-15 -4.111423e-07 -1.204589e+01 -2.254708e+00 1.487163e+00 5.808816e-15 2.030240e+04 5.036553
5 5.322541e-04 -1.089340e-01 4.488830e+00 1.613280e-23 1.221910e+00 8.989110e-01 4.636040e+00 1.209617e-19 1.007972e-34 3.274455e-08 1.308136e+00 1.183607e+01 3.345859e+00 2.202489e+00 1.192710e+01 7.554311e+00 3.714005e+03 7.540195e+55 -3.470075e+04 1.072206e-15 -1.093096e-10 5.696023e-09 -3.969422e-08 -1.424458e-23 -6.004604e-04 -1.093096e-10 4.850958e+00 4.617855e-03 8.109894e-02 -6.545573e-20 -3.166070e+01 5.696023e-09 4.617855e-03 1.711219e+00 -5.258958e-01 -7.957071e-17 -3.355254e+03 -3.969422e-08 8.109894e-02 -5.258958e-01 1.400925e+02 5.734025e-16 2.417181e+04 -1.424458e-23 -6.545573e-20 -7.957071e-17 5.734025e-16 2.018277e-31 8.507772e-12 -6.004604e-04 -3.166070e+01 -3.355254e+03 2.417181e+04 8.507772e-12 3.586339e+08 0.468987
6 2.071942e-04 -8.096060e-01 2.896390e+00 2.177240e-23 1.574650e+00 5.761310e+00 4.459470e+00 3.659413e-21 2.369827e-37 2.161651e-07 1.349880e+01 1.719003e+01 1.390658e+01 6.929186e+00 1.307549e+01 4.156719e+01 8.157004e+05 1.121670e+68 -3.465074e+06 4.672735e-14 1.862155e-09 -3.958894e-08 -3.066826e-07 -6.247666e-22 -3.308095e-01 1.862155e-09 4.801362e+01 -1.162771e+00 -1.354827e+00 -5.575275e-17 -2.951835e+04 -3.958894e-08 -1.162771e+00 1.822176e+02 2.822165e+00 5.754723e-16 3.046525e+05 -3.066826e-07 -1.354827e+00 2.822165e+00 2.954970e+02 4.182195e-15 2.214479e+06 -6.247666e-22 -5.575275e-17 5.754723e-16 4.182195e-15 8.910134e-30 4.717853e-09 -3.308095e-01 -2.951835e+04 3.046525e+05 2.214479e+06 4.717853e-09 2.498070e+12 0.073045
7 3.041683e-04 -2.256420e-01 4.749170e+00 9.839430e-24 1.342210e+00 5.585040e+00 4.578720e+00 2.394375e-20 6.911015e-36 1.865987e-07 9.660716e+00 4.201283e+01 1.549797e+01 8.829445e+00 4.120061e+01 3.832730e+01 1.064708e+05 5.721661e+78 -1.871400e+06 3.481908e-14 2.610912e-09 1.838891e-07 -4.819231e-07 -4.602908e-22 -1.704592e-01 2.610912e-09 7.795910e+01 1.364487e-01 4.620165e-01 -5.980568e-17 -2.285930e+04 1.838891e-07 1.364487e-01 9.332942e+01 -1.692934e+01 -2.552222e-15 -9.452936e+05 -4.819231e-07 4.620165e-01 -1.692934e+01 1.765078e+03 7.132069e-15 2.641199e+06 -4.602908e-22 -5.980568e-17 -2.552222e-15 7.132069e-15 6.498981e-30 2.406764e-09 -1.704592e-01 -2.285930e+04 -9.452936e+05 2.641199e+06 2.406764e-09 8.912956e+11 0.080259
8 7.313827e-04 -1.117290e+00 4.313300e+00 3.802180e-23 2.002080e+00 1.138470e+00 1.273470e+00 2.839527e-19 4.042210e-34 5.538033e-09 3.588482e-01 2.797252e-01 7.224713e-01 5.293777e-01 6.085284e-01 1.543454e+00 2.712289e+02 4.990020e+87 -1.734854e+03 3.066981e-17 2.310461e-11 1.992886e-10 -3.281128e-11 -4.122061e-25 -2.841462e-06 2.310461e-11 2.802407e-01 -7.630972e-03 -4.239024e-04 -2.941739e-19 -1.391909e+00 1.992886e-10 -7.630972e-03 1.287720e-01 3.634983e-02 -2.966960e-18 -2.047941e+01 -3.281128e-11 -4.239024e-04 3.634983e-02 7.824621e-02 5.820225e-19 4.012495e+00 -4.122061e-25 -2.941739e-19 -2.966960e-18 5.820225e-19 5.931495e-33 4.088769e-14 -2.841462e-06 -1.391909e+00 -2.047941e+01 4.012495e+00 4.088769e-14 2.818540e+05 2.628869
9 8.556536e-04 7.273300e-02 5.029310e+00 1.449080e-23 1.877180e+00 1.588920e+00 4.164420e+00 6.070139e-19 1.578959e-33 1.535513e-08 4.503433e-01 6.123293e+00 1.414981e+00 8.852737e-01 6.160392e+00 3.337125e+00 3.472434e+02 1.114116e+96 4.131731e+03 2.357800e-16 -8.929815e-12 -9.504027e-10 1.235632e-08 -3.135551e-24 -3.541911e-05 -8.929815e-12 7.837096e-01 1.970371e-03 3.377826e-02 1.118087e-19 7.408535e+00 -9.504027e-10 1.970371e-03 2.028090e-01 -7.720942e-02 1.366936e-17 1.545675e+02 1.235632e-08 3.377826e-02 -7.720942e-02 3.749472e+01 -1.730938e-16 -1.955392e+03 -3.135551e-24 1.118087e-19 1.366936e-17 -1.730938e-16 4.442887e-32 5.018674e-13 -3.541911e-05 7.408535e+00 1.545675e+02 -1.955392e+03 5.018674e-13 5.669177e+06 1.012864
10 3.411065e-04 6.482410e-01 5.342320e+00 7.425810e-24 2.671760e+00 1.071580e+00 3.163570e+00 1.558049e-20 2.609420e-36 8.113590e-08 5.067140e+00 7.873684e+00 9.072906e+01 1.892967e+02 4.185043e+02 8.364969e+02 7.007327e+04 1.505170e+107 4.797715e+05 6.583034e-15 8.343287e-08 -4.356577e-09 4.213774e-08 -8.573508e-23 -2.982916e-02 8.343287e-08 3.583324e+04 2.562272e+01 8.756388e+00 -1.114400e-15 -2.948009e+05 -4.356577e-09 2.562272e+01 2.567590e+01 -1.037821e+01 9.660765e-17 3.370314e+04 4.213774e-08 8.756388e+00 -1.037821e+01 6.199490e+01 -6.248076e-16 -2.173801e+05 -8.573508e-23 -1.114400e-15 9.660765e-17 -6.248076e-16 1.191975e-30 4.147152e-10 -2.982916e-02 -2.948009e+05 3.370314e+04 -2.173801e+05 4.147152e-10 1.442890e+11 0.182303
